image,group,kind,label,split,score
<COCO_VAL2017_DIR>\000000001818.jpg,0,cover,0,train,
<COCO_VAL2017_DIR>\000000001818.jpg,0,stego,1,train,
<COCO_VAL2017_DIR>\000000001993.jpg,1,cover,0,test,0.19224616885185242
<COCO_VAL2017_DIR>\000000001993.jpg,1,stego,1,test,0.9472448229789734
<COCO_VAL2017_DIR>\000000002006.jpg,2,cover,0,train,
<COCO_VAL2017_DIR>\000000002006.jpg,2,stego,1,train,
<COCO_VAL2017_DIR>\000000002149.jpg,3,cover,0,train,
<COCO_VAL2017_DIR>\000000002149.jpg,3,stego,1,train,
<COCO_VAL2017_DIR>\000000002153.jpg,4,cover,0,train,
<COCO_VAL2017_DIR>\000000002153.jpg,4,stego,1,train,
<COCO_VAL2017_DIR>\000000002157.jpg,5,cover,0,train,
<COCO_VAL2017_DIR>\000000002157.jpg,5,stego,1,train,
<COCO_VAL2017_DIR>\000000002261.jpg,6,cover,0,train,
<COCO_VAL2017_DIR>\000000002261.jpg,6,stego,1,train,
<COCO_VAL2017_DIR>\000000002299.jpg,7,cover,0,train,
<COCO_VAL2017_DIR>\000000002299.jpg,7,stego,1,train,
<COCO_VAL2017_DIR>\000000002431.jpg,8,cover,0,test,0.0479653999209404
<COCO_VAL2017_DIR>\000000002431.jpg,8,stego,1,test,0.8379039168357849
<COCO_VAL2017_DIR>\000000002473.jpg,9,cover,0,test,0.004543389193713665
<COCO_VAL2017_DIR>\000000002473.jpg,9,stego,1,test,0.12424669414758682
<COCO_VAL2017_DIR>\000000002532.jpg,10,cover,0,test,0.3679756820201874
<COCO_VAL2017_DIR>\000000002532.jpg,10,stego,1,test,0.9002828598022461
<COCO_VAL2017_DIR>\000000002587.jpg,11,cover,0,train,
<COCO_VAL2017_DIR>\000000002587.jpg,11,stego,1,train,
<COCO_VAL2017_DIR>\000000002592.jpg,12,cover,0,train,
<COCO_VAL2017_DIR>\000000002592.jpg,12,stego,1,train,
<COCO_VAL2017_DIR>\000000002685.jpg,13,cover,0,test,0.3974950313568115
<COCO_VAL2017_DIR>\000000002685.jpg,13,stego,1,test,0.9425100684165955
<COCO_VAL2017_DIR>\000000002923.jpg,14,cover,0,test,0.2976476848125458
<COCO_VAL2017_DIR>\000000002923.jpg,14,stego,1,test,0.9790777564048767
<COCO_VAL2017_DIR>\000000003156.jpg,15,cover,0,train,
<COCO_VAL2017_DIR>\000000003156.jpg,15,stego,1,train,
<COCO_VAL2017_DIR>\000000003255.jpg,16,cover,0,test,0.0007677155663259327
<COCO_VAL2017_DIR>\000000003255.jpg,16,stego,1,test,0.5384061336517334
<COCO_VAL2017_DIR>\000000003501.jpg,17,cover,0,train,
<COCO_VAL2017_DIR>\000000003501.jpg,17,stego,1,train,
<COCO_VAL2017_DIR>\000000003553.jpg,18,cover,0,train,
<COCO_VAL2017_DIR>\000000003553.jpg,18,stego,1,train,
<COCO_VAL2017_DIR>\000000003661.jpg,19,cover,0,train,
<COCO_VAL2017_DIR>\000000003661.jpg,19,stego,1,train,
<COCO_VAL2017_DIR>\000000003845.jpg,20,cover,0,test,0.7009661197662354
<COCO_VAL2017_DIR>\000000003845.jpg,20,stego,1,test,0.9795945286750793
<COCO_VAL2017_DIR>\000000003934.jpg,21,cover,0,test,0.3746802508831024
<COCO_VAL2017_DIR>\000000003934.jpg,21,stego,1,test,0.9717513918876648
<COCO_VAL2017_DIR>\000000004134.jpg,22,cover,0,test,0.40955671668052673
<COCO_VAL2017_DIR>\000000004134.jpg,22,stego,1,test,0.9565479755401611
<COCO_VAL2017_DIR>\000000004395.jpg,23,cover,0,test,0.9950749278068542
<COCO_VAL2017_DIR>\000000004395.jpg,23,stego,1,test,0.997897744178772
<COCO_VAL2017_DIR>\000000004495.jpg,24,cover,0,test,0.19711527228355408
<COCO_VAL2017_DIR>\000000004495.jpg,24,stego,1,test,0.99321448802948
<COCO_VAL2017_DIR>\000000004765.jpg,25,cover,0,test,0.14789479970932007
<COCO_VAL2017_DIR>\000000004765.jpg,25,stego,1,test,0.8955275416374207
<COCO_VAL2017_DIR>\000000004795.jpg,26,cover,0,train,
<COCO_VAL2017_DIR>\000000004795.jpg,26,stego,1,train,
<COCO_VAL2017_DIR>\000000005001.jpg,27,cover,0,test,0.657813310623169
<COCO_VAL2017_DIR>\000000005001.jpg,27,stego,1,test,2.4400465648000136e-08
<COCO_VAL2017_DIR>\000000005037.jpg,28,cover,0,train,
<COCO_VAL2017_DIR>\000000005037.jpg,28,stego,1,train,
<COCO_VAL2017_DIR>\000000005060.jpg,29,cover,0,test,0.9326892495155334
<COCO_VAL2017_DIR>\000000005060.jpg,29,stego,1,test,0.9943482279777527
<COCO_VAL2017_DIR>\000000005193.jpg,30,cover,0,train,
<COCO_VAL2017_DIR>\000000005193.jpg,30,stego,1,train,
<COCO_VAL2017_DIR>\000000005477.jpg,31,cover,0,train,
<COCO_VAL2017_DIR>\000000005477.jpg,31,stego,1,train,
<COCO_VAL2017_DIR>\000000005503.jpg,32,cover,0,test,0.08406998217105865
<COCO_VAL2017_DIR>\000000005503.jpg,32,stego,1,test,0.9276967644691467
<COCO_VAL2017_DIR>\000000005529.jpg,33,cover,0,train,
<COCO_VAL2017_DIR>\000000005529.jpg,33,stego,1,train,
<COCO_VAL2017_DIR>\000000005586.jpg,34,cover,0,train,
<COCO_VAL2017_DIR>\000000005586.jpg,34,stego,1,train,
<COCO_VAL2017_DIR>\000000005600.jpg,35,cover,0,test,0.030599461868405342
<COCO_VAL2017_DIR>\000000005600.jpg,35,stego,1,test,0.9558433890342712
<COCO_VAL2017_DIR>\000000005992.jpg,36,cover,0,test,0.0082091074436903
<COCO_VAL2017_DIR>\000000005992.jpg,36,stego,1,test,0.7822901606559753
<COCO_VAL2017_DIR>\000000006012.jpg,37,cover,0,train,
<COCO_VAL2017_DIR>\000000006012.jpg,37,stego,1,train,
<COCO_VAL2017_DIR>\000000006040.jpg,38,cover,0,test,0.010583377443253994
<COCO_VAL2017_DIR>\000000006040.jpg,38,stego,1,test,0.32626911997795105
<COCO_VAL2017_DIR>\000000006213.jpg,39,cover,0,test,0.029529040679335594
<COCO_VAL2017_DIR>\000000006213.jpg,39,stego,1,test,0.9861084818840027
<COCO_VAL2017_DIR>\000000006460.jpg,40,cover,0,train,
<COCO_VAL2017_DIR>\000000006460.jpg,40,stego,1,train,
<COCO_VAL2017_DIR>\000000006471.jpg,41,cover,0,test,0.0644254982471466
<COCO_VAL2017_DIR>\000000006471.jpg,41,stego,1,test,0.9476917386054993
<COCO_VAL2017_DIR>\000000006614.jpg,42,cover,0,train,
<COCO_VAL2017_DIR>\000000006614.jpg,42,stego,1,train,
<COCO_VAL2017_DIR>\000000006723.jpg,43,cover,0,test,0.16419489681720734
<COCO_VAL2017_DIR>\000000006723.jpg,43,stego,1,test,1.0
<COCO_VAL2017_DIR>\000000006763.jpg,44,cover,0,test,0.43387919664382935
<COCO_VAL2017_DIR>\000000006763.jpg,44,stego,1,test,0.8766610026359558
<COCO_VAL2017_DIR>\000000006771.jpg,45,cover,0,train,
<COCO_VAL2017_DIR>\000000006771.jpg,45,stego,1,train,
<COCO_VAL2017_DIR>\000000006818.jpg,46,cover,0,test,0.15378431975841522
<COCO_VAL2017_DIR>\000000006818.jpg,46,stego,1,test,0.924795389175415
<COCO_VAL2017_DIR>\000000006894.jpg,47,cover,0,train,
<COCO_VAL2017_DIR>\000000006894.jpg,47,stego,1,train,
<COCO_VAL2017_DIR>\000000006954.jpg,48,cover,0,test,0.9625779390335083
<COCO_VAL2017_DIR>\000000006954.jpg,48,stego,1,test,0.9920011758804321
<COCO_VAL2017_DIR>\000000007088.jpg,49,cover,0,train,
<COCO_VAL2017_DIR>\000000007088.jpg,49,stego,1,train,
<COCO_VAL2017_DIR>\000000007108.jpg,50,cover,0,train,
<COCO_VAL2017_DIR>\000000007108.jpg,50,stego,1,train,
<COCO_VAL2017_DIR>\000000007278.jpg,51,cover,0,test,0.8740211129188538
<COCO_VAL2017_DIR>\000000007278.jpg,51,stego,1,test,0.9948533177375793
<COCO_VAL2017_DIR>\000000007281.jpg,52,cover,0,test,0.04716521129012108
<COCO_VAL2017_DIR>\000000007281.jpg,52,stego,1,test,0.9608682990074158
<COCO_VAL2017_DIR>\000000007386.jpg,53,cover,0,test,0.07306499779224396
<COCO_VAL2017_DIR>\000000007386.jpg,53,stego,1,test,0.6369778513908386
<COCO_VAL2017_DIR>\000000007511.jpg,54,cover,0,test,0.1363728642463684
<COCO_VAL2017_DIR>\000000007511.jpg,54,stego,1,test,0.9996910095214844
<COCO_VAL2017_DIR>\000000007574.jpg,55,cover,0,train,
<COCO_VAL2017_DIR>\000000007574.jpg,55,stego,1,train,
<COCO_VAL2017_DIR>\000000007784.jpg,56,cover,0,train,
<COCO_VAL2017_DIR>\000000007784.jpg,56,stego,1,train,
<COCO_VAL2017_DIR>\000000007795.jpg,57,cover,0,train,
<COCO_VAL2017_DIR>\000000007795.jpg,57,stego,1,train,
<COCO_VAL2017_DIR>\000000007816.jpg,58,cover,0,train,
<COCO_VAL2017_DIR>\000000007816.jpg,58,stego,1,train,
<COCO_VAL2017_DIR>\000000007818.jpg,59,cover,0,test,0.9320629835128784
<COCO_VAL2017_DIR>\000000007818.jpg,59,stego,1,test,1.0
<COCO_VAL2017_DIR>\000000007888.jpg,60,cover,0,test,0.13048875331878662
<COCO_VAL2017_DIR>\000000007888.jpg,60,stego,1,test,0.9685043096542358
<COCO_VAL2017_DIR>\000000007977.jpg,61,cover,0,train,
<COCO_VAL2017_DIR>\000000007977.jpg,61,stego,1,train,
<COCO_VAL2017_DIR>\000000007991.jpg,62,cover,0,test,0.9273713231086731
<COCO_VAL2017_DIR>\000000007991.jpg,62,stego,1,test,0.9930073022842407
<COCO_VAL2017_DIR>\000000008021.jpg,63,cover,0,train,
<COCO_VAL2017_DIR>\000000008021.jpg,63,stego,1,train,
<COCO_VAL2017_DIR>\000000008211.jpg,64,cover,0,train,
<COCO_VAL2017_DIR>\000000008211.jpg,64,stego,1,train,
<COCO_VAL2017_DIR>\000000008277.jpg,65,cover,0,train,
<COCO_VAL2017_DIR>\000000008277.jpg,65,stego,1,train,
<COCO_VAL2017_DIR>\000000008532.jpg,66,cover,0,train,
<COCO_VAL2017_DIR>\000000008532.jpg,66,stego,1,train,
<COCO_VAL2017_DIR>\000000008629.jpg,67,cover,0,train,
<COCO_VAL2017_DIR>\000000008629.jpg,67,stego,1,train,
<COCO_VAL2017_DIR>\000000008690.jpg,68,cover,0,train,
<COCO_VAL2017_DIR>\000000008690.jpg,68,stego,1,train,
<COCO_VAL2017_DIR>\000000008762.jpg,69,cover,0,test,0.09627877920866013
<COCO_VAL2017_DIR>\000000008762.jpg,69,stego,1,test,0.9836224913597107
<COCO_VAL2017_DIR>\000000008844.jpg,70,cover,0,train,
<COCO_VAL2017_DIR>\000000008844.jpg,70,stego,1,train,
<COCO_VAL2017_DIR>\000000008899.jpg,71,cover,0,test,0.44545239210128784
<COCO_VAL2017_DIR>\000000008899.jpg,71,stego,1,test,0.9517101049423218
<COCO_VAL2017_DIR>\000000009378.jpg,72,cover,0,test,0.07704037427902222
<COCO_VAL2017_DIR>\000000009378.jpg,72,stego,1,test,0.9258385300636292
<COCO_VAL2017_DIR>\000000009400.jpg,73,cover,0,test,0.7527270913124084
<COCO_VAL2017_DIR>\000000009400.jpg,73,stego,1,test,0.9979140162467957
<COCO_VAL2017_DIR>\000000009448.jpg,74,cover,0,test,0.9593879580497742
<COCO_VAL2017_DIR>\000000009448.jpg,74,stego,1,test,1.0
<COCO_VAL2017_DIR>\000000009483.jpg,75,cover,0,test,0.9983440637588501
<COCO_VAL2017_DIR>\000000009483.jpg,75,stego,1,test,0.9982137680053711
<COCO_VAL2017_DIR>\000000009590.jpg,76,cover,0,train,
<COCO_VAL2017_DIR>\000000009590.jpg,76,stego,1,train,
<COCO_VAL2017_DIR>\000000009769.jpg,77,cover,0,test,0.9934062957763672
<COCO_VAL2017_DIR>\000000009769.jpg,77,stego,1,test,0.9789268374443054
<COCO_VAL2017_DIR>\000000009772.jpg,78,cover,0,test,0.003551304107531905
<COCO_VAL2017_DIR>\000000009772.jpg,78,stego,1,test,0.6179596781730652
<COCO_VAL2017_DIR>\000000009891.jpg,79,cover,0,train,
<COCO_VAL2017_DIR>\000000009891.jpg,79,stego,1,train,
