image,group,kind,label,split,score
<CALTECH101_IMAGES_DIR>\accordion\test_01661.jpg,0,cover,0,train,
<CALTECH101_IMAGES_DIR>\accordion\test_01661.jpg,0,stego,1,train,
<CALTECH101_IMAGES_DIR>\accordion\test_01662.jpg,1,cover,0,test,0.00027588236844167113
<CALTECH101_IMAGES_DIR>\accordion\test_01662.jpg,1,stego,1,test,0.9995482563972473
<CALTECH101_IMAGES_DIR>\accordion\test_01663.jpg,2,cover,0,train,
<CALTECH101_IMAGES_DIR>\accordion\test_01663.jpg,2,stego,1,train,
<CALTECH101_IMAGES_DIR>\accordion\test_01664.jpg,3,cover,0,train,
<CALTECH101_IMAGES_DIR>\accordion\test_01664.jpg,3,stego,1,train,
<CALTECH101_IMAGES_DIR>\accordion\test_01665.jpg,4,cover,0,train,
<CALTECH101_IMAGES_DIR>\accordion\test_01665.jpg,4,stego,1,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00960.jpg,5,cover,0,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00960.jpg,5,stego,1,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00961.jpg,6,cover,0,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00961.jpg,6,stego,1,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00962.jpg,7,cover,0,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00962.jpg,7,stego,1,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00963.jpg,8,cover,0,test,0.003906342666596174
<CALTECH101_IMAGES_DIR>\accordion\train_00963.jpg,8,stego,1,test,0.998056948184967
<CALTECH101_IMAGES_DIR>\accordion\train_00964.jpg,9,cover,0,test,0.00043021634337492287
<CALTECH101_IMAGES_DIR>\accordion\train_00964.jpg,9,stego,1,test,0.963694155216217
<CALTECH101_IMAGES_DIR>\accordion\train_00965.jpg,10,cover,0,test,0.03233519196510315
<CALTECH101_IMAGES_DIR>\accordion\train_00965.jpg,10,stego,1,test,0.9882348775863647
<CALTECH101_IMAGES_DIR>\accordion\train_00966.jpg,11,cover,0,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00966.jpg,11,stego,1,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00967.jpg,12,cover,0,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00967.jpg,12,stego,1,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00968.jpg,13,cover,0,test,0.0005894008791074157
<CALTECH101_IMAGES_DIR>\accordion\train_00968.jpg,13,stego,1,test,0.8847837448120117
<CALTECH101_IMAGES_DIR>\accordion\train_00969.jpg,14,cover,0,test,0.0017316467128694057
<CALTECH101_IMAGES_DIR>\accordion\train_00969.jpg,14,stego,1,test,0.9156972169876099
<CALTECH101_IMAGES_DIR>\accordion\train_00970.jpg,15,cover,0,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00970.jpg,15,stego,1,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00971.jpg,16,cover,0,test,0.00036885871668346226
<CALTECH101_IMAGES_DIR>\accordion\train_00971.jpg,16,stego,1,test,0.6751849055290222
<CALTECH101_IMAGES_DIR>\accordion\train_00972.jpg,17,cover,0,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00972.jpg,17,stego,1,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00973.jpg,18,cover,0,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00973.jpg,18,stego,1,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00974.jpg,19,cover,0,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00974.jpg,19,stego,1,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00975.jpg,20,cover,0,test,0.009271604008972645
<CALTECH101_IMAGES_DIR>\accordion\train_00975.jpg,20,stego,1,test,0.12672528624534607
<CALTECH101_IMAGES_DIR>\accordion\train_00976.jpg,21,cover,0,test,0.9813031554222107
<CALTECH101_IMAGES_DIR>\accordion\train_00976.jpg,21,stego,1,test,0.999995231628418
<CALTECH101_IMAGES_DIR>\accordion\train_00977.jpg,22,cover,0,test,0.00012207479448989034
<CALTECH101_IMAGES_DIR>\accordion\train_00977.jpg,22,stego,1,test,0.9889683723449707
<CALTECH101_IMAGES_DIR>\accordion\train_00978.jpg,23,cover,0,test,0.00017887337889987975
<CALTECH101_IMAGES_DIR>\accordion\train_00978.jpg,23,stego,1,test,0.6609230041503906
<CALTECH101_IMAGES_DIR>\accordion\train_00979.jpg,24,cover,0,test,1.2488242646213621e-05
<CALTECH101_IMAGES_DIR>\accordion\train_00979.jpg,24,stego,1,test,0.9840940833091736
