image,group,kind,label,split,score
<CALTECH101_IMAGES_DIR>\accordion\test_01661.jpg,0,cover,0,test,0.006837693974375725
<CALTECH101_IMAGES_DIR>\accordion\test_01661.jpg,0,stego,1,test,0.9997813105583191
<CALTECH101_IMAGES_DIR>\accordion\test_01662.jpg,1,cover,0,train,
<CALTECH101_IMAGES_DIR>\accordion\test_01662.jpg,1,stego,1,train,
<CALTECH101_IMAGES_DIR>\accordion\test_01663.jpg,2,cover,0,train,
<CALTECH101_IMAGES_DIR>\accordion\test_01663.jpg,2,stego,1,train,
<CALTECH101_IMAGES_DIR>\accordion\test_01664.jpg,3,cover,0,train,
<CALTECH101_IMAGES_DIR>\accordion\test_01664.jpg,3,stego,1,train,
<CALTECH101_IMAGES_DIR>\accordion\test_01665.jpg,4,cover,0,test,0.0002782149822451174
<CALTECH101_IMAGES_DIR>\accordion\test_01665.jpg,4,stego,1,test,0.993986964225769
<CALTECH101_IMAGES_DIR>\accordion\train_00960.jpg,5,cover,0,test,1.2718716054307966e-12
<CALTECH101_IMAGES_DIR>\accordion\train_00960.jpg,5,stego,1,test,0.9177236557006836
<CALTECH101_IMAGES_DIR>\accordion\train_00961.jpg,6,cover,0,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00961.jpg,6,stego,1,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00962.jpg,7,cover,0,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00962.jpg,7,stego,1,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00963.jpg,8,cover,0,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00963.jpg,8,stego,1,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00964.jpg,9,cover,0,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00964.jpg,9,stego,1,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00965.jpg,10,cover,0,test,0.01616872474551201
<CALTECH101_IMAGES_DIR>\accordion\train_00965.jpg,10,stego,1,test,0.9991408586502075
<CALTECH101_IMAGES_DIR>\accordion\train_00966.jpg,11,cover,0,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00966.jpg,11,stego,1,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00967.jpg,12,cover,0,test,0.006247508339583874
<CALTECH101_IMAGES_DIR>\accordion\train_00967.jpg,12,stego,1,test,0.9999994039535522
<CALTECH101_IMAGES_DIR>\accordion\train_00968.jpg,13,cover,0,test,0.0001874439331004396
<CALTECH101_IMAGES_DIR>\accordion\train_00968.jpg,13,stego,1,test,0.983451247215271
<CALTECH101_IMAGES_DIR>\accordion\train_00969.jpg,14,cover,0,test,0.0005179158179089427
<CALTECH101_IMAGES_DIR>\accordion\train_00969.jpg,14,stego,1,test,0.9943686127662659
