image,group,kind,label,split,score
<CALTECH101_IMAGES_DIR>\accordion\test_01661.jpg,0,cover,0,test,0.005334613379091024
<CALTECH101_IMAGES_DIR>\accordion\test_01661.jpg,0,stego,1,test,0.9992982149124146
<CALTECH101_IMAGES_DIR>\accordion\test_01662.jpg,1,cover,0,train,
<CALTECH101_IMAGES_DIR>\accordion\test_01662.jpg,1,stego,1,train,
<CALTECH101_IMAGES_DIR>\accordion\test_01663.jpg,2,cover,0,train,
<CALTECH101_IMAGES_DIR>\accordion\test_01663.jpg,2,stego,1,train,
<CALTECH101_IMAGES_DIR>\accordion\test_01664.jpg,3,cover,0,train,
<CALTECH101_IMAGES_DIR>\accordion\test_01664.jpg,3,stego,1,train,
<CALTECH101_IMAGES_DIR>\accordion\test_01665.jpg,4,cover,0,test,0.00031206553103402257
<CALTECH101_IMAGES_DIR>\accordion\test_01665.jpg,4,stego,1,test,0.9864730834960938
<CALTECH101_IMAGES_DIR>\accordion\train_00960.jpg,5,cover,0,test,1.3572467802425159e-11
<CALTECH101_IMAGES_DIR>\accordion\train_00960.jpg,5,stego,1,test,0.9955618381500244
<CALTECH101_IMAGES_DIR>\accordion\train_00961.jpg,6,cover,0,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00961.jpg,6,stego,1,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00962.jpg,7,cover,0,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00962.jpg,7,stego,1,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00963.jpg,8,cover,0,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00963.jpg,8,stego,1,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00964.jpg,9,cover,0,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00964.jpg,9,stego,1,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00965.jpg,10,cover,0,test,0.05059240758419037
<CALTECH101_IMAGES_DIR>\accordion\train_00965.jpg,10,stego,1,test,0.9997099041938782
<CALTECH101_IMAGES_DIR>\accordion\train_00966.jpg,11,cover,0,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00966.jpg,11,stego,1,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00967.jpg,12,cover,0,test,0.019607938826084137
<CALTECH101_IMAGES_DIR>\accordion\train_00967.jpg,12,stego,1,test,0.9999992847442627
<CALTECH101_IMAGES_DIR>\accordion\train_00968.jpg,13,cover,0,test,8.468270971206948e-05
<CALTECH101_IMAGES_DIR>\accordion\train_00968.jpg,13,stego,1,test,0.9695993661880493
<CALTECH101_IMAGES_DIR>\accordion\train_00969.jpg,14,cover,0,test,0.0003171369608025998
<CALTECH101_IMAGES_DIR>\accordion\train_00969.jpg,14,stego,1,test,0.9732620716094971
<CALTECH101_IMAGES_DIR>\accordion\train_00970.jpg,15,cover,0,test,1.2276839100877623e-08
<CALTECH101_IMAGES_DIR>\accordion\train_00970.jpg,15,stego,1,test,0.9948439598083496
<CALTECH101_IMAGES_DIR>\accordion\train_00971.jpg,16,cover,0,test,0.006816070526838303
<CALTECH101_IMAGES_DIR>\accordion\train_00971.jpg,16,stego,1,test,0.9996880292892456
<CALTECH101_IMAGES_DIR>\accordion\train_00972.jpg,17,cover,0,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00972.jpg,17,stego,1,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00973.jpg,18,cover,0,test,0.008120276033878326
<CALTECH101_IMAGES_DIR>\accordion\train_00973.jpg,18,stego,1,test,0.9996201992034912
<CALTECH101_IMAGES_DIR>\accordion\train_00974.jpg,19,cover,0,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00974.jpg,19,stego,1,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00975.jpg,20,cover,0,test,0.009179973974823952
<CALTECH101_IMAGES_DIR>\accordion\train_00975.jpg,20,stego,1,test,0.2835507094860077
<CALTECH101_IMAGES_DIR>\accordion\train_00976.jpg,21,cover,0,test,0.9975267052650452
<CALTECH101_IMAGES_DIR>\accordion\train_00976.jpg,21,stego,1,test,1.0
<CALTECH101_IMAGES_DIR>\accordion\train_00977.jpg,22,cover,0,test,4.060672381456243e-06
<CALTECH101_IMAGES_DIR>\accordion\train_00977.jpg,22,stego,1,test,0.9989646673202515
<CALTECH101_IMAGES_DIR>\accordion\train_00978.jpg,23,cover,0,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00978.jpg,23,stego,1,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00979.jpg,24,cover,0,test,5.19400238374601e-08
<CALTECH101_IMAGES_DIR>\accordion\train_00979.jpg,24,stego,1,test,0.9987427592277527
<CALTECH101_IMAGES_DIR>\accordion\train_00980.jpg,25,cover,0,test,0.04822823777794838
<CALTECH101_IMAGES_DIR>\accordion\train_00980.jpg,25,stego,1,test,0.9962173104286194
<CALTECH101_IMAGES_DIR>\accordion\train_00981.jpg,26,cover,0,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00981.jpg,26,stego,1,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00982.jpg,27,cover,0,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00982.jpg,27,stego,1,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00983.jpg,28,cover,0,test,5.736163984693121e-06
<CALTECH101_IMAGES_DIR>\accordion\train_00983.jpg,28,stego,1,test,0.9999340772628784
<CALTECH101_IMAGES_DIR>\accordion\train_00984.jpg,29,cover,0,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00984.jpg,29,stego,1,train,
<CALTECH101_IMAGES_DIR>\accordion\train_00985.jpg,30,cover,0,test,1.3264553672343027e-05
<CALTECH101_IMAGES_DIR>\accordion\train_00985.jpg,30,stego,1,test,0.9999821186065674
<CALTECH101_IMAGES_DIR>\accordion\train_00986.jpg,31,cover,0,test,0.055089257657527924
<CALTECH101_IMAGES_DIR>\accordion\train_00986.jpg,31,stego,1,test,1.0
<CALTECH101_IMAGES_DIR>\accordion\train_00987.jpg,32,cover,0,test,0.00291579426266253
