image,group,kind,label,split,score
<COCO_VAL2017_DIR>\000000001818.jpg,0,cover,0,test,0.04803548380732536
<COCO_VAL2017_DIR>\000000001818.jpg,0,stego,1,test,0.9829058647155762
<COCO_VAL2017_DIR>\000000001993.jpg,1,cover,0,test,0.4801238179206848
<COCO_VAL2017_DIR>\000000001993.jpg,1,stego,1,test,0.9220038056373596
<COCO_VAL2017_DIR>\000000002006.jpg,2,cover,0,train,
<COCO_VAL2017_DIR>\000000002006.jpg,2,stego,1,train,
<COCO_VAL2017_DIR>\000000002149.jpg,3,cover,0,test,0.0089840954169631
<COCO_VAL2017_DIR>\000000002149.jpg,3,stego,1,test,0.21029506623744965
<COCO_VAL2017_DIR>\000000002153.jpg,4,cover,0,train,
<COCO_VAL2017_DIR>\000000002153.jpg,4,stego,1,train,
<COCO_VAL2017_DIR>\000000002157.jpg,5,cover,0,test,0.36878731846809387
<COCO_VAL2017_DIR>\000000002157.jpg,5,stego,1,test,0.8971723318099976
<COCO_VAL2017_DIR>\000000002261.jpg,6,cover,0,train,
<COCO_VAL2017_DIR>\000000002261.jpg,6,stego,1,train,
<COCO_VAL2017_DIR>\000000002299.jpg,7,cover,0,test,0.13971900939941406
<COCO_VAL2017_DIR>\000000002299.jpg,7,stego,1,test,0.1268032044172287
<COCO_VAL2017_DIR>\000000002431.jpg,8,cover,0,test,0.20249874889850616
<COCO_VAL2017_DIR>\000000002431.jpg,8,stego,1,test,0.7442781925201416
<COCO_VAL2017_DIR>\000000002473.jpg,9,cover,0,train,
<COCO_VAL2017_DIR>\000000002473.jpg,9,stego,1,train,
<COCO_VAL2017_DIR>\000000002532.jpg,10,cover,0,test,0.3231325149536133
<COCO_VAL2017_DIR>\000000002532.jpg,10,stego,1,test,0.9273824095726013
<COCO_VAL2017_DIR>\000000002587.jpg,11,cover,0,train,
<COCO_VAL2017_DIR>\000000002587.jpg,11,stego,1,train,
<COCO_VAL2017_DIR>\000000002592.jpg,12,cover,0,train,
<COCO_VAL2017_DIR>\000000002592.jpg,12,stego,1,train,
<COCO_VAL2017_DIR>\000000002685.jpg,13,cover,0,train,
<COCO_VAL2017_DIR>\000000002685.jpg,13,stego,1,train,
<COCO_VAL2017_DIR>\000000002923.jpg,14,cover,0,test,0.37228524684906006
<COCO_VAL2017_DIR>\000000002923.jpg,14,stego,1,test,0.977995753288269
<COCO_VAL2017_DIR>\000000003156.jpg,15,cover,0,train,
<COCO_VAL2017_DIR>\000000003156.jpg,15,stego,1,train,
<COCO_VAL2017_DIR>\000000003255.jpg,16,cover,0,train,
<COCO_VAL2017_DIR>\000000003255.jpg,16,stego,1,train,
<COCO_VAL2017_DIR>\000000003501.jpg,17,cover,0,train,
<COCO_VAL2017_DIR>\000000003501.jpg,17,stego,1,train,
<COCO_VAL2017_DIR>\000000003553.jpg,18,cover,0,test,0.05266382917761803
<COCO_VAL2017_DIR>\000000003553.jpg,18,stego,1,test,0.994702160358429
<COCO_VAL2017_DIR>\000000003661.jpg,19,cover,0,test,0.18560634553432465
<COCO_VAL2017_DIR>\000000003661.jpg,19,stego,1,test,0.9291324019432068
<COCO_VAL2017_DIR>\000000003845.jpg,20,cover,0,test,0.5290101170539856
<COCO_VAL2017_DIR>\000000003845.jpg,20,stego,1,test,0.9966552257537842
<COCO_VAL2017_DIR>\000000003934.jpg,21,cover,0,test,0.5366310477256775
<COCO_VAL2017_DIR>\000000003934.jpg,21,stego,1,test,0.9933017492294312
<COCO_VAL2017_DIR>\000000004134.jpg,22,cover,0,test,0.5458076000213623
<COCO_VAL2017_DIR>\000000004134.jpg,22,stego,1,test,0.8429291248321533
<COCO_VAL2017_DIR>\000000004395.jpg,23,cover,0,train,
<COCO_VAL2017_DIR>\000000004395.jpg,23,stego,1,train,
<COCO_VAL2017_DIR>\000000004495.jpg,24,cover,0,test,0.33577874302864075
<COCO_VAL2017_DIR>\000000004495.jpg,24,stego,1,test,0.9901896119117737
<COCO_VAL2017_DIR>\000000004765.jpg,25,cover,0,test,0.2360520213842392
<COCO_VAL2017_DIR>\000000004765.jpg,25,stego,1,test,0.8695327043533325
<COCO_VAL2017_DIR>\000000004795.jpg,26,cover,0,test,0.8561660647392273
<COCO_VAL2017_DIR>\000000004795.jpg,26,stego,1,test,0.52027428150177
<COCO_VAL2017_DIR>\000000005001.jpg,27,cover,0,train,
